,CODIGO DA ENTIDADE,NUMERO DE PARTICIPANTES,CODESC,NOMEESC
859,35006099,67,35006099,JUVENAL RAMOS BARBOSA
860,35428905,67,35428905,CIDADE TIRADENTES ETE DE
861,35299364,67,35299364,MARIA AUGUSTA SARAIVA DRA ETE
862,35003542,67,35003542,JOSE MONTEIRO BOANOVA PROFESSOR
863,35101047,67,35101047,PAULISTA ESCOLA
864,35135288,67,35135288,LEONARDO DA VINCI COLEGIO ANGLO
865,35438315,68,35438315,GERMINARE ESCOLA
866,35923461,68,35923461,HEITOR VILLA LOBOS MAESTRO
867,35438431,68,35438431,SANTA ISABEL ESCOLA TECNICA ESTADUAL DE
868,35101175,68,35101175,SANTA CATARINA COLEGIO
869,35919056,68,35919056,MARCIA APARECIDA DA SILVA FARIA RIES PROFESSORA
870,35036274,68,35036274,EULALIA SILVA PROFESSORA
871,35158318,68,35158318,NOVA CACHOEIRINHA COLEGIO UNIDADE II
872,35102076,69,35102076,SAO JOSE DE VILA MATILDE ESCOLA
873,35008941,69,35008941,SANTA OLIMPIA
874,35921385,69,35921385,ELISIO DE OLIVEIRA NEVES VEREADOR
875,35000875,69,35000875,CASTRO ALVES
876,35409169,69,35409169,TERUKO UEDA YAMAGUTI PROFESSORA
877,35142759,69,35142759,CARLOS DRUMMOND DE ANDRADE COLEGIO
878,35173712,69,35173712,FEREGUETTI COLEGIO
879,35405231,69,35405231,GINO REZAGHI ETE
880,35005988,70,35005988,MARIA LEONI
881,35438820,70,35438820,RAPOSO TAVARES ETEC
882,35120947,70,35120947,BRADESCO FUNDACAO ESCOLA DE EDUCACAO BASICA
883,35106677,70,35106677,SESI 111 CENTRO EDUCACIONAL
884,35003372,70,35003372,ROMEU DE MORAES
885,35430432,70,35430432,FENIX SANTA PAULA ESCOLA UNDADE I E II
886,35010261,71,35010261,ALMIR PEREIRA BAHIA REVERENDO
887,35004224,71,35004224,VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO
888,35007596,71,35007596,LUIS WASHINGTON VITA PROFESSOR
889,35448060,71,35448060,MANDAQUI ETEC
890,35008667,71,35008667,ARISTIDES GREVE PADRE
891,35001247,71,35001247,RUY BARBOSA CONSELHEIRO
892,35104917,71,35104917,SANTA CLARA COLEGIO
893,35010030,71,35010030,ODETTE DE SOUZA CARVALHO MADRE
894,35003700,71,35003700,ANTONIO ALVES CRUZ PROFESSOR
895,35433861,72,35433861,POA ETEC DE
896,35151506,72,35151506,MIRANDA COLEGIO DE EIFM
897,35001600,72,35001600,PLINIO BARRETO
898,35001168,72,35001168,ALFREDO INACIO TRINDADE
899,35010017,72,35010017,MARIANINHA QUEIROZ PROFESSORA
900,35135136,72,35135136,ADVENTISTA DE DIADEMA COLEGIO
901,35908757,72,35908757,MARIA AUXILIADORA MARQUES PROFESSORA
902,35008473,72,35008473,WANDA BENTO GONCALVES PROFESSORA
903,35440036,72,35440036,FRANCISCO MORATO ETEC DE
904,35001284,73,35001284,AMENAIDE BRAGA DE QUEIROZ PROFA
905,35240936,73,35240936,ABELARDO MARQUES DA SILVA COLEGIO MUNICIPAL
906,35109381,73,35109381,SESI 064 CENTRO EDUCACIONAL
907,35037114,73,35037114,TADAKIYO SAKAI
908,35446836,73,35446836,ITAQUAQUECETUBA ETEC DE
909,35439447,73,35439447,GILDO MARCAL BEZERRA BRANDAO ETEC
910,35105600,73,35105600,SANTO AMERICO COLEGIO
911,35438261,73,35438261,COTIA ESCOLA TECNICA ESTADUAL DE
912,35904673,73,35904673,ORIGENES LESSA
913,35438285,74,35438285,SAO MATEUS ESCOLA TECNICA ESTADUAL
914,35101597,74,35101597,JOAO XXIII COLEGIO
915,35001259,74,35001259,JOAO LIGABUE CONEGO
916,35907182,74,35907182,MARIO FRANCISCON
917,35923904,74,35923904,SERGIO VIEIRA DE MELLO DIPLOMATA
918,35107190,74,35107190,NOSSA SENHORA DO ROSARIO COLEGIO
919,35906669,74,35906669,WALKER DA COSTA BARBOSA PROFESSOR
920,35141240,75,35141240,VERTICE COLEGIO UNIDADE II
921,35144745,75,35144745,ADVENTISTA COLEGIO DE VILA YARA
922,35106926,75,35106926,ADVENTISTA DA LIBERDADE COLEGIO
923,35009106,75,35009106,JOSE FORNARI DOUTOR
924,35448285,75,35448285,BARUERI ETEC DE
925,35450868,75,35450868,SENIOR OBJETIVO DE MOGI DAS CRUZES COLEGIO
926,35160519,76,35160519,CENTRAL COLEGIO
927,35010873,76,35010873,JOAO BAPTISTA DE BRITO PROFESSOR
928,35009854,76,35009854,WILLIAN RODRIGUES REBUA PROFESSOR
929,35917515,76,35917515,MARIA REGINA DEMARCHI FANANI
930,35003657,76,35003657,EMILIANO AUGUSTO CAVALCANTI DE ALBUQUERQUE E MELO
931,35139646,76,35139646,RIO BRANCO COLEGIO UNIDADE GRANJA VIANA
932,35009453,76,35009453,ALEXANDRE GRIGOLLI PADRE
933,35481555,77,35481555,ENIAC COLEGIO
934,35120339,77,35120339,OBJETIVO CENTRO INTERESCOLAR UNIDADE VERGUEIRO
935,35006555,77,35006555,MARIA SANTOS BAIRAO PROFA
936,35048422,77,35048422,JOANNA SPOSITO
937,35001036,77,35001036,SEBASTIAO DE SOUZA BUENO PROF
938,35131660,77,35131660,BRASILIA DE SAO PAULO COLEGIO
939,35006592,78,35006592,ADHEMAR BOLINA PROFESSOR
940,35010686,78,35010686,ERNESTO THENN DE BARROS PROFESSOR
941,35257758,79,35257758,VICENTE BASTOS PROF EM
942,35037710,79,35037710,MILTON DA SILVA RODRIGUES PROFESSOR
943,35000140,79,35000140,SILVIO XAVIER ANTUNES PROFESSOR
944,35902925,79,35902925,CALHIM MANOEL ABUD
945,35141689,79,35141689,PARALELO DE ENSINO ASSOCIACAO
946,35307622,80,35307622,POLICIA MILITAR COLEGIO DA UNIDADE ITAQUERA
947,35002549,80,35002549,ADELAIDE FERRAZ DE OLIVEIRA PROFA
948,35004807,80,35004807,DOMINGOS QUIRINO FERREIRA CORONEL
949,35918659,80,35918659,ASA BRANCA DA SERRA
950,35446993,80,35446993,EMBU ETEC DE
951,35000620,81,35000620,ANTONIO EMILIO SOUZA PENNA PROFESSOR
952,35925603,81,35925603,LEDA FELICE FERREIRA PROFESSORA
953,35119982,81,35119982,JARDIM SAO PAULO UNIDADE TREMEMBE COLEGIO
954,35008722,81,35008722,INAH DE MELLO PROFESSORA
955,35010650,81,35010650,JOSE NEYDE CESAR LESSA DOUTOR
956,35140351,81,35140351,OBJETIVO CENTRO INTERESCOLAR UNIDADE POMPEIA
957,35006427,82,35006427,JOAO CAVALHEIRO SALEM PROFESSOR
958,35006737,82,35006737,OLGA CHAKUR FARAH PROFESSORA
959,35035622,82,35035622,OCTALLES MARCONDES FERREIRA
960,35005502,82,35005502,BELEM DA SERRA
961,35010145,83,35010145,IRIA KUNZ IRMA
962,35107633,83,35107633,ADVENTISTA SANTO AMARO COLEGIO
963,35144228,83,35144228,EXATUS COLEGIO E VESTIBULARES
964,35003670,83,35003670,FIDELINO FIGUEIREDO PROFESSOR
965,35142612,83,35142612,SINGULAR COLEGIO
966,35009573,83,35009573,BONIFACIO DE CARVALHO CORONEL
967,35006373,83,35006373,ANTONIO VIANA DE SOUZA PROFESSOR
968,35137753,84,35137753,SESI 416 CENTRO EDUCACIONAL
969,35137397,85,35137397,GUILHERME DUMONT VILLARES COLEGIO
970,35284348,85,35284348,DIADEMA
971,35072552,85,35072552,GUAIANAZES ETE
972,35131945,85,35131945,GUILHERME DE ALMEIDA COLEGIO UNIDADE I
973,35910223,86,35910223,RIOLANDO CANNO PROFESSOR
974,35108741,86,35108741,ADVENTISTA SANTO ANDRE COLEGIO
975,35428929,86,35428929,TAKASHI MORITA ETEC
976,35002859,87,35002859,MARIO KOZEL FILHO
977,35906463,87,35906463,EDGARD FRANCISCO
978,35902032,87,35902032,ANTONIO BRAZ GAMBARINI DOUTOR
979,35008709,87,35008709,ESTHER MEDINA PROFESSORA
980,35001824,87,35001824,JOSE HEITOR CARUSI PROFESSOR
981,35908836,87,35908836,ITAJAHY FEITOSA MARTINS PROFESSOR
982,35042031,88,35042031,SANTA DALMOLIN DEMARCHI
983,35010352,88,35010352,WANDYCK FREITAS JORNALISTA
984,35009210,88,35009210,MARIA IRACEMA MUNHOZ
985,35130540,89,35130540,POLICIA MILITAR COLEGIO DA
986,35124862,89,35124862,ADVENTISTA DE TABOAO DA SERRA COLEGIO
987,35162243,89,35162243,VISCONDE DE PORTO SEGURO COLEGIO UNIDADE III
988,35008151,90,35008151,GENEROSO ALVES DE SIQUEIRA DOUTOR
989,35002057,90,35002057,AMELIA DE ARAUJO DONA
990,35910259,90,35910259,MARIA VERA LOMBARDI SIQUEIRA PROFA
991,35330401,90,35330401,VISCONDE DE PORTO SEGURO ESCOLA DA COMUNIDADE
992,35040770,91,35040770,NEUZA DE OLIVEIRA PREVIDE PROFESSORA
993,35003013,91,35003013,DIOGO DE FARIA DR
994,35918805,91,35918805,LEONOR MENDES DE BARROS
995,35008308,91,35008308,SERGIO MILLIET DA COSTA E SILVA
996,35006385,91,35006385,WASHINGTON LUIZ PEREIRA DE SOUZA DR
997,35173186,93,35173186,UNIDADE JARDIM COLEGIO
998,35103718,93,35103718,RIO BRANCO UNIDADE HIGIENOPOLIS COLEGIO
999,35008643,94,35008643,TAUNAY VISCONDE DE
1000,35101904,94,35101904,SANTO ANTONIO DE LISBOA COLEGIO
1001,35004984,94,35004984,MARIA PETRONILA LIMEIRA DOS MILAGRES MONTEIRO PROFESSORA
1002,35906426,94,35906426,LUCIA DE CASTRO BUENO PROFESSORA
1003,35128200,94,35128200,ESPACO POTENCIAL COLEGIO
1004,35108145,95,35108145,MATER AMABILIS COLEGIO
1005,35141367,95,35141367,OBJETIVO COLEGIO UNIDADE ALPHAVILLE
1006,35297537,95,35297537,LOUIS BRAILLE
1007,35000334,95,35000334,MANUEL DA NOBREGA PADRE
1008,35005629,95,35005629,OTTO WEISZFLOG
1009,35443803,95,35443803,MOACYR DOMINGOS SAVIO VERONEZI PROF ITB
1010,35908373,95,35908373,MAUD SA DE MIRANDA MONTEIRO PROFESSORA
1011,35037692,96,35037692,ANA SIQUEIRA DA SILVA
1012,35007948,97,35007948,JOSE GASPAR DOM
1013,35000673,97,35000673,PAULO EGYDIO DE OLIVEIRA CARVALHO SENADOR
1014,35925639,98,35925639,PARQUE MARAJOARA II
1015,35008497,98,35008497,JOAO PAULO I PAPA
1016,35010121,98,35010121,EULALIA MALTA PROFESSORA
1017,35006117,98,35006117,PAULO ROLIM LOUREIRO DOM
1018,35001958,98,35001958,JULIA MACEDO PANTOJA PROFESSORA
1019,35135227,98,35135227,MACKENZIE TAMBORE COLEGIO PRESBITERIANO
1020,35005484,99,35005484,JOAO BATISTA DE CARVALHO MONSENHOR
1021,35119581,99,35119581,SERRANO GUARDIA COLEGIO
1022,35003669,100,35003669,ALEXANDRE VON HUMBOLDT
1023,35044441,100,35044441,EURIPEDES SIMOES DE PAULA PROF
1024,35007298,100,35007298,SIMON SWITZAR PADRE
1025,35923473,100,35923473,CARAN APPARECIDO GONCALVES PROFESSOR
1026,35000413,100,35000413,JOAQUIM SILVADO DOUTOR
1027,35003839,101,35003839,GODOFREDO FURTADO
1028,35005642,101,35005642,NIDE ZAIM CARDOSO PROFA
1029,35139129,101,35139129,PINHEIRO ESCOLA
1030,35438480,101,35438480,JARAGUA ESCOLA TECNICA ESTADUAL
1031,35010285,101,35010285,PASCHOAL CARLOS MAGNO
1032,35907194,101,35907194,AFRANIO DE OLIVEIRA
1033,35143200,102,35143200,OBJETIVO CENTRO INTERESCOLAR UNIDADE CANTAREIRA
1034,35009477,103,35009477,MARIA DA CONCEICAO MOURA BRANCO PROFESSORA
1035,35003402,103,35003402,PEREIRA BARRETO
1036,35438418,103,35438418,UIRAPURU ESCOLA TECNICA ESTADUAL
1037,35439083,103,35439083,PAULISTANO ETEC
1038,35908745,103,35908745,NEUSA FIGUEIREDO MARCAL PROFESSORA
1039,35433858,104,35433858,TIQUATIRA ETEC
1040,35008837,104,35008837,JOAO FIRMINO CORREIA DE ARAUJO DOUTOR
1041,35039299,104,35039299,IBRAHIM NOBRE
1042,35365622,105,35365622,SAPOPEMBA ETE DE
1043,35003797,105,35003797,FABIANO LOZANO MAESTRO
1044,35440966,105,35440966,HERCULES ALVES DE OLIVEIRA PROF INSTITUTO TECNICO DE BARUERI
1045,35363315,105,35363315,ITAQUERA ETE DE
1046,35010091,105,35010091,PAULO CHAGAS NOGUEIRA ENGENHEIRO
1047,35150885,106,35150885,VERA CRUZ ESCOLA UNIDDE III
1048,35009581,106,35009581,IDALINA MACEDO COSTA SODRE DONA
1049,35009957,106,35009957,PORCINO RODRIGUES PROF
1050,35108873,106,35108873,CLOVIS BEVILACQUA DR COLEGIO
1051,35004736,106,35004736,JOAO AMOS COMENIUS
1052,35185383,106,35185383,OBJETIVO MAUA CENTRO EDUCACIONAL
1053,35001363,107,35001363,SAO PAULO
1054,35107591,107,35107591,ELLEN G WHITE ADVENTISTA COLEGIO
1055,35001156,108,35001156,SILVA JARDIM
1056,35906438,108,35906438,FRANCISCO D AMICO
1057,35364265,108,35364265,FERRAZ DE VASCONCELOS ESCOLA TECNICA ESTADUAL
1058,35900151,109,35900151,MARIA APARECIDA RODRIGUES PROFESSORA
1059,35406296,109,35406296,SUZANO ETEC DE
1060,35290749,111,35290749,RIBEIRAO PIRES ETE
1061,35003773,111,35003773,COSTA MANSO MINISTRO
1062,35041099,111,35041099,ALLYRIO DE FIGUEIREDO BRASIL PROFESSOR
1063,35124618,112,35124618,COC OSASCO
1064,35140144,113,35140144,INTEGRADO DE OSASCO COLEGIO ENSINO FUNDAMENTAL E MEDIO
1065,35107517,113,35107517,SANTA MARIA COLEGIO
1066,35290671,113,35290671,EMILIO HERNANDEZ AGUILAR DR ETE
1067,35109022,114,35109022,UNIVERSITARIO ABC COLEGIO
1068,35002860,114,35002860,ESTELA BORGES MORATO
1069,35009337,114,35009337,CYNIRA PIRES DOS SANTOS PROFESSORA
1070,35000942,114,35000942,BUENOS AIRES
1071,35152729,114,35152729,PETROPOLIS COLEGIO
1072,35002008,114,35002008,JOAO DIAS DA SILVEIRA PROFESSOR
1073,35103421,115,35103421,LICEU DE ARTES E OFICIOS DE SAO PAULO ESCOLA TECNICA
1074,35002707,115,35002707,VITAL FOGACA DE ALMEIDA DOUTOR
1075,35456731,115,35456731,OBJETIVO CENTRO INTERESCOLAR UNIDADE IPIRANGA
1076,35005435,115,35005435,VICENTE LEPORACE
1077,35904958,116,35904958,FRANCISCO CRISTIANO LIMA DE FREITAS
1078,35102428,116,35102428,SESI 414 CENTRO EDUCACIONAL
1079,35005915,117,35005915,JOSE ALVES DE CERQUEIRA CESAR
1080,35345891,117,35345891,JUSCELINO KUBITSCHEK DE OLIVEIRA ETEC
1081,35153989,117,35153989,ANGLO MORUMBI COLEGIO
1082,35005548,117,35005548,WALTER RIBAS DE ANDRADE PROF EE
1083,35035403,118,35035403,ALEXANDRE RODRIGUES NOGUEIRA
1084,35324255,118,35324255,MARIA THEODORA PEDREIRA DE FREITAS PROFA EEFMT
1085,35003001,118,35003001,DARIO DE QUEIROZ PROF
1086,35443785,119,35443785,ANTONIO ARANTES FILHO PROFESSOR INSTITUTO TECNICO DE BARUERI
1087,35008096,119,35008096,LUIZ LOBO NETO DOUTOR
1088,35007195,119,35007195,CARLINDO REIS
1089,35130758,120,35130758,CRUZEIRO DO SUL COLEGIO UNIDADE II
1090,35405322,120,35405322,TEREZA APARECIDA CARDOSO NUNES DE OLIVEIRA ETEC
1091,35290701,120,35290701,ZONA SUL ETE
1092,35132287,120,35132287,POLIEDRO COLEGIO
1093,35100432,121,35100432,JARDIM SAO PAULO COLEGIO
1094,35990012,122,35990012,INSTITUTO FEDERAL DE SAO PAULO CAMPUS - SAO PAULO
1095,35001855,122,35001855,AMERICO DE MOURA PROFESSOR
1096,35101278,122,35101278,SAO JOSE COLEGIO AGOSTINIANO
1097,35908587,123,35908587,ODETE MARIA DE FREITAS
1098,35001594,123,35001594,CARLOS DE CAMPOS ETE
1099,35135203,124,35135203,EDUARDO GOMES COLEGIO
1100,35165347,124,35165347,MOBILE COLEGIO
1101,35124199,125,35124199,ALBERT SABIN COLEGIO
1102,35006208,125,35006208,ALICE CHUERY PROFESSORA
1103,35001375,125,35001375,LOUREIRO JUNIOR PROFESSOR
1104,35041973,126,35041973,MARLENE CAMARGO RIBEIRO PROFESSORA
1105,35908551,126,35908551,SIDRONIA NUNES PIRES
1106,35010259,126,35010259,ANTONIO INACIO MACIEL
1107,35439216,127,35439216,PARQUE BELEM ETEC
1108,35003499,127,35003499,ZULEIKA DE BARROS MARTINS FERREIRA PROFESSORA
1109,35141811,127,35141811,OBJETIVO ABC CEEFM UND 201
1110,35008357,128,35008357,JOAO GALEAO CARVALHAL SENADOR
1111,35921130,129,35921130,ANCHIETA PADRE
1112,35002847,130,35002847,MIGUEL DE CERVANTES Y SAAVEDRA DOM
1113,35921543,130,35921543,NELSON MONTEIRO PALMA PROFESSOR
1114,35103861,130,35103861,MACKENZIE COLEGIO PRESBITERIANO
1115,35005356,130,35005356,DUARTE LEOPOLDO E SILVA DOM
1116,35434632,130,35434632,HELIOPOLIS ESCOLA TECNICA ESTADUAL
1117,35008801,131,35008801,FAUSTO CARDOSO FIGUEIRA DE MELLO DOUTOR
1118,35000267,131,35000267,ERMANO MARCHETTI
1119,35003384,131,35003384,ANHANGUERA
1120,35010789,133,35010789,JOSE LIBERATTI PROFESSOR
1121,35304815,133,35304815,PARQUE DA JUVENTUDE ETE
1122,35006981,134,35006981,RAUL BRASIL PROFESSOR
1123,35009295,134,35009295,WALLACE COCKRANE SIMONSEN
1124,35108923,134,35108923,ABACO COLEGIO
1125,35477904,134,35477904,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL E MEDIO
1126,35429089,134,35429089,SINGULAR COLEGIO TECNICO
1127,35925871,134,35925871,ZONA LESTE ETEC DA
1128,35007161,135,35007161,GERALDO JUSTINIANO DE REZENDE SILVA PROFESSOR
1129,35070178,135,35070178,EMEFM DERVILLE ALLEGRETTI PROF
1130,35011034,136,35011034,TELMO COELHO FILHO MAJOR
1131,35002203,136,35002203,JOSE MARQUES DA CRUZ PROFESSOR
1132,35006920,137,35006920,WASHINGTON LUIZ DOUTOR
1133,35908861,138,35908861,JOSE STOROPOLI DEPUTADO
1134,35002173,138,35002173,JOAO BORGES PROFESSOR
1135,35133395,138,35133395,CENTRO INTERESCOLAR OBJETIVO UNIDADE TATUAPE
1136,35002185,139,35002185,MARTIN LUTHER KING ETE
1137,35144952,139,35144952,ARGUMENTO COLEGIO
1138,35295012,139,35295012,ANDRE BOGASIAN PROFESSOR ETEC
1139,35046309,139,35046309,TERCIO MORAES PEREIRA REV
1140,35915749,140,35915749,JOSE MARCATO
1141,35907637,141,35907637,MIGUEL MALUHY COMENDADOR
1142,35002197,141,35002197,IRENE DE LIMA PAIVA PROFESSORA
1143,35000139,142,35000139,MARIANO DE OLIVEIRA PROFESSOR
1144,35105648,143,35105648,PORTO SEGURO VISCONDE COLEGIO
1145,35005204,143,35005204,KENNEDY PRESIDENTE
1146,35003888,144,35003888,MARTIM FRANCISCO
1147,35100473,144,35100473,SANTA TERESINHA COLEGIO SALESIANO
1148,35000929,144,35000929,ANTONIO VIEIRA PADRE
1149,35388117,144,35388117,SAO LUIS COLEGIO UNIDADE II
1150,35000486,146,35000486,ALBERT EINSTEIN ETE
1151,35000280,146,35000280,HUMBERTO DE SOUZA MELLO GENERAL
1152,35438424,146,35438424,JARDIM ANGELA ESCOLA TECNICA ESTADUAL
1153,35000848,147,35000848,JOAQUIM LEME DO PRADO PROFESSOR
1154,35103548,147,35103548,SAO LUIS COLEGIO EIFM
1155,35005307,148,35005307,PAULINO NUNES ESPOSO
1156,35106884,148,35106884,FECAP COLEGIO
1157,35001624,149,35001624,WOLNY CARVALHO RAMOS PROFESSOR
1158,35006166,149,35006166,FRANCISCO ANTUNES FILHO
1159,35004121,153,35004121,EMYGDIO DE BARROS PROFESSOR
1160,35008758,153,35008758,FRANCISCO EMYGDIO PEREIRA NETO DOUTOR
1161,35923448,154,35923448,LUIZA HIDAKA PROFESSORA
1162,35004145,154,35004145,ALBERTO LEVY PROFESSOR
1163,35002811,155,35002811,SILVA PRADO DEPUTADO
1164,35037448,157,35037448,LAERTE RAMOS DE CARVALHO PROF DR
1165,35001946,157,35001946,JOSE ROCHA MENDES ETE
1166,35901830,157,35901830,ANTONIO PRATICI PREFEITO
1167,35003924,159,35003924,NAPOLEAO DE CARVALHO FREIRE PROFESSOR
1168,35004790,161,35004790,BRASILIO MACHADO
1169,35006063,162,35006063,FREDERICO DE BARROS BROTERO PROFESSOR
1170,35108959,168,35108959,ANCHIETA COLEGIO
1171,35923254,170,35923254,JAIR TOLEDO XAVIER PROFESSOR
1172,35003852,170,35003852,CAETANO DE CAMPOS CONSOLACAO
1173,35035518,171,35035518,BATISTA RENZI
1174,35003608,171,35003608,BASILIDES DE GODOY PROF ETE
1175,35000553,172,35000553,JACOMO STAVALE PROFESSOR
1176,35038453,172,35038453,JOAO PAULO II
1177,35005289,174,35005289,ALBERTO SALOTTI PROF EE
1178,35038167,174,35038167,JOSE MARIA WHITAKER DOUTOR
1179,35002628,176,35002628,APRIGIO GONZAGA PROF ETE
1180,35913832,177,35913832,MARIA APARECIDA FELIX PORTO PROFESSORA
1181,35010716,177,35010716,JOSE MARIA RODRIGUES LEITE PROFESSOR
1182,35003585,182,35003585,MANUEL CIRIDIAO BUARQUE PROFESSOR
1183,35010561,182,35010561,ZACARIAS ANTONIO DA SILVA
1184,35005216,183,35005216,ISALTINO DE MELLO PROFESSOR
1185,35002641,183,35002641,JOSE PEREIRA DE QUEIROZ DR
1186,35446105,183,35446105,OSASCO II ETEC
1187,35107682,183,35107682,UNASP SAO PAULO ADVENTISTA COLEGIO
1188,35006026,184,35006026,ANTONIO DE RE VEREADOR
1189,35910818,187,35910818,SAO PAULO ETE DE
1190,35001971,187,35001971,MOACYR CAMPOS PROFESSOR
1191,35009261,187,35009261,JOAO RAMALHO
1192,35002636,188,35002636,INFANTE DOM HENRIQUE
1193,35132214,190,35132214,OBJETIVO CENTRO INTERESCOLAR UNIDADE PAZ
1194,35007560,191,35007560,THEREZINHA SARTORI PROFESSORA
1195,35001636,192,35001636,CAMARGO ARANHA PROF ETE
1196,35006609,194,35006609,PRESIDENTE VARGAS ETE
1197,35049669,194,35049669,JORGE STREET ETE
1198,35132123,197,35132123,OBJETIVO ABC CENTRO EDUCACIONAL ENSINO MEDIO UNIDADE 104
1199,35006257,197,35006257,HOMERO RUBENS DE SA PROFESSOR
1200,35007729,198,35007729,MAUA VISCONDE DE
1201,35003694,200,35003694,GUARACY SILVEIRA ETE
1202,35142967,202,35142967,TERMOMECANICA COLEGIO
1203,35104620,204,35104620,SANTA CRUZ COLEGIO
1204,35006713,205,35006713,FRANCISCO FERREIRA LOPES
1205,35005824,206,35005824,CRISPINIANO CONSELHEIRO
1206,35002902,207,35002902,CARLOS GOMES
1207,35001880,209,35001880,JOSE CHEDIAK
1208,35103524,210,35103524,DANTE ALIGHIERI COLEGIO
1209,35008285,214,35008285,JULIO DE MESQUITA ETE
1210,35003682,220,35003682,FERNAO DIAS PAES
1211,35107177,221,35107177,ARQUIDIOCESANO DE SAO PAULO COLEGIO MARISTA
1212,35134168,237,35134168,PENTAGONO COLEGIO UNIDADE CENTRO
1213,35038295,238,35038295,JOSE LINS DO REGO
1214,35004479,240,35004479,ALEXANDRE DE GUSMAO
1215,35000954,241,35000954,HORACIO AUGUSTO DA SILVEIRA PROF ETE
1216,35136931,251,35136931,AGOSTINIANO MENDEL COLEGIO
1217,35011095,257,35011095,ANTONIO RAPOSO TAVARES
1218,35008540,257,35008540,AMARAL WAGNER
1219,35002914,261,35002914,DOM PEDRO I
1220,35008266,262,35008266,AMERICO BRASILIENSE DOUTOR
1221,35001703,269,35001703,MARIO MARQUES DE OLIVEIRA PROFESSOR
1222,35051147,275,35051147,ALCINA DANTAS FEIJAO PROFA ESCOLA MUNICIPAL DE ENSINO
1223,35103433,279,35103433,OBJETIVO CENTRO INTERESCOLAR UNIDADE PAULISTA
1224,35009751,280,35009751,TOUFIC JOULIAN
1225,35135148,285,35135148,SINGULAR COLEGIO
1226,35002422,295,35002422,GABRIEL ORTIZ PROFESSOR
1227,35002252,297,35002252,ASCENDINO REIS PROFESSOR
1228,35002513,302,35002513,NOSSA SENHORA DA PENHA
1229,35417865,313,35417865,MARIA SYLVIA CHALUPPE MELLO PROFA ITB
1230,35004704,322,35004704,CARLOS AUGUSTO DE FREITAS VILLALVA JUNIOR DOUTOR
1231,35046012,349,35046012,LAURO GOMES ETE
1232,35002264,352,35002264,OSWALDO CATALANO
1233,35005368,370,35005368,JOSE VIEIRA DE MORAES PROF
1234,35324462,376,35324462,MUNIR JOSE PROFESSOR INSTITUTO TECNICO DE BARUERI
1235,35004832,391,35004832,RUI BLOEM
1236,35005010,391,35005010,LEOPOLDO SANTANA PROFESSOR
1237,35005162,392,35005162,ALBERTO CONTE PROFESSOR
1238,35004352,408,35004352,GETULIO VARGAS ETE
1239,35007493,426,35007493,FILINTO MULLER SENADOR
1240,35104985,430,35104985,BANDEIRANTES COLEGIO EFM
1241,35134806,488,35134806,ETAPA COLEGIO DE EFM
1242,35323724,574,35323724,BRASILIO FLORES DE AZEVEDO
