,CODIGO DA ENTIDADE,NUMERO DE PARTICIPANTES,CODESC,NOMEESC
433,35276182,28,35276182,REINALDO ASCENCIO SANTOS FERREIRA VER COLEGIO MUNICIPAL
434,35042067,28,35042067,MARIA CATHARINA COMINO
435,35803844,28,35803844,HAYA INSTITUTO EDUCACIONAL
436,35917011,28,35917011,FERNAO DIAS PAES LEME
437,35105569,29,35105569,FRIBURGO COLEGIO
438,35101643,29,35101643,NOSSA SENHORA APARECIDA EDUCANDARIO
439,35107438,29,35107438,MARGARIDA MARIA ORGANIZACAO EDUCACIONAL OEMAR
440,35100493,29,35100493,SANTANA COLEGIO EIFM
441,35185061,29,35185061,CETES CENTRO EDUCACIONAL TECNICO SUZANENSE
442,35061591,29,35061591,JARDIM MONTESANO
443,35144721,29,35144721,ALICERCE COLEGIO
444,35108315,29,35108315,SESI 365 CENTRO EDUCACIONAL
445,35109307,29,35109307,ADVENTISTA DE COTIA COLEGIO
446,35102635,29,35102635,ANGELICA COLEGIO EIFM
447,35109010,29,35109010,SAO JOSE COLEGIO
448,35124849,29,35124849,CECI COLEGIO DE ENSINO FUNDAMENTAL E MEDIO
449,35125398,29,35125398,AVICENA COLEGIO
450,35133346,29,35133346,SANTA TEREZA ESCOLA DE EFM
451,35374957,29,35374957,PUERI DOMUS ESCOLA UNIDADE CRESCER SEMPRE
452,35003748,29,35003748,ARCY MAJOR
453,35187537,29,35187537,MONTE CASTELO COLEGIO
454,35163338,30,35163338,AMORIM COLEGIO
455,35407641,30,35407641,TALENTO COLEGIO ENSINO MEDIO
456,35810344,30,35810344,INTEGRADO AMERICANO COLEGIO
457,35142311,30,35142311,CASINHA DO SABER E EXTERNATO ELVIRA RAMOS
458,35140348,30,35140348,SPINOSA COLEGIO UNIDADE II
459,35038647,30,35038647,JOSE GERALDO VIEIRA
460,35173708,30,35173708,INTEGRADO COLEGIO
461,35268586,30,35268586,J R INSTITUTO EDUCACIONAL
462,35268562,30,35268562,OBJETIVO UNIDADE CAIEIRAS DE ENSINO FUND E MEDIO COLEGIO
463,35108303,30,35108303,SESI 113 CENTRO EDUCACIONAL
464,35001685,30,35001685,MARIO CASASSANTA PROFESSOR
465,35119374,30,35119374,COLEGIO CPV
466,35120030,30,35120030,OURO PRETO COLEGIO
467,35155019,30,35155019,RUMO INICIAL COLEGIO
468,35158859,30,35158859,FITO ESCOLA DE EDUCACAO BASICA UNIDADE II
469,35158367,30,35158367,OBJETIVO COLEGIO
470,35155263,30,35155263,ALCANCE COLEGIO
471,35106781,30,35106781,MARIA IMACULADA COLEGIO DR PIERO ROVERSI
472,35106471,30,35106471,JULIO PEREIRA LOPES COLEGIO
473,35135057,30,35135057,EXATO COLEGIO
474,35910193,30,35910193,VERA LUCIA TORRES RODRIGUES AFFONSO PROFESSORA
475,35009416,30,35009416,LAURA LOPES
476,35101989,30,35101989,NOSSA SENHORA SAGRADO CORACAO EXTERNATO
477,35158525,30,35158525,CERIMAR COLEGIO
478,35108637,31,35108637,NERINA ADELFA UGLIENGO ESCOLA
479,35141773,31,35141773,COLEGIO GUARARAPES EIEFEM E TECNICO
480,35008382,31,35008382,JOSE CALVITTI FILHO PROFESSOR
481,35100043,31,35100043,ESTRELA SIRIUS COLEGIO
482,35140806,31,35140806,CANADA COLEGIO
483,35100328,31,35100328,WELLINGTON CENTRO DE ENSINO INTEGRADO
484,35100365,31,35100365,SESI 388 CENTRO EDUCACIONAL
485,35118667,31,35118667,NOBILIS COLEGIO
486,35143595,31,35143595,GIUSTO ZONZINI COLEGIO
487,35809559,31,35809559,UNICULTURA COLEGIO
488,35809724,31,35809724,AUGUSTO FREITAS CENTRO EDUCACIONAL
489,35124459,31,35124459,SATELITE COLEGIO
490,35150548,32,35150548,METODO COLEGIO
491,35143571,32,35143571,NICOLAU KERPEN COLEGIO
492,35046516,32,35046516,ISMAEL DA SILVA JUNIOR PROFESSOR
493,35118850,32,35118850,CIDADE NATUREZA INSTITUTO DE ENSINO OBJETIVO
494,35119593,32,35119593,SUZANO COLEGIO
495,35470582,32,35470582,STAGIO III COLEGIO
496,35809184,32,35809184,SAO RAPHAEL COLEGIO
497,35250348,32,35250348,GUARULHOS COLEGIO
498,35010397,32,35010397,VICENTE THEMUDO LESSA PROFESSOR
499,35100468,32,35100468,SAA COLEGIO
500,35910200,32,35910200,FARID EID
501,35107219,32,35107219,REGINA MUNDI COLEGIO
502,35003426,32,35003426,CANUTO DO VAL
503,35813936,32,35813936,ABSOLUTO COLEGIO
504,35134673,32,35134673,ADVENTISTA DE VILA ALPINA COLEGIO
505,35000711,32,35000711,NARBAL FONTES PROFESSORA
506,35119039,32,35119039,ROSA MARIA CASTANHO CENTRO DE EDUCACAO CERMAC
507,35121721,32,35121721,MORUMBI DE ALPHAVILLE ESCOLA DE ENSINO FUNDAMENTAL
508,35137947,32,35137947,SENEMBY COLEGIO ENSINO FUNDAMENTAL E MEDIO
509,35105041,32,35105041,MARIA IMACULADA COLEGIO EEIFM
510,35161299,32,35161299,PAULISTA INSTITUICAO DE ENSINO
511,35132238,33,35132238,RADIAL COLEGIO VOCACIONAL
512,35108736,33,35108736,ETIP MASTER CENTRO EDUCACIONAL
513,35155287,33,35155287,GRAJAU COLEGIO
514,35189443,33,35189443,MORALES LOPES COLEGIO
515,35108510,33,35108510,SESI 376 CENTRO EDUCACIONAL
516,35103697,33,35103697,NOSSA SENHORA DE SION COLEGIO
517,35157879,33,35157879,SESI 425 CENTRO EDUCACIONAL
518,35108339,33,35108339,SANTA MONICA COLEGIO
519,35810307,33,35810307,BEKA COLEGIO UNIDADE III
520,35124795,33,35124795,MORUMBI SUL COLEGIO
521,35101965,33,35101965,ALVORADA COLEGIO
522,35921051,33,35921051,MARIA ISABEL NEVES BASTOS PROFA
523,35124448,33,35124448,PASCHOAL DANTAS COLEGIO
524,35107906,33,35107906,ALBERT EINSTEIN COLEGIO
525,35134132,33,35134132,DAS AMERICAS COLEGIO
526,35104644,33,35104644,STELLA MARIS COLEGIO SOC INSTRUCAO E BENEFICENCIA
527,35124576,33,35124576,TERRAMAR COLEGIO
528,35156565,34,35156565,PRO SABER BIO COLEGIO
529,35139221,34,35139221,DECISAO COLEGIO
530,35131805,34,35131805,CAMPOS SALLES COLEGIO UNIDADE II
531,35035725,34,35035725,MARIA HILDA ORNELAS DE OLIVEIRA PROFESSORA
532,35805683,34,35805683,DAVILON COLEGIO
533,35159897,34,35159897,MANOEL MORATTO COLEGIO
534,35125817,34,35125817,OPCAO ESCOLA UNIDADE II
535,35107499,34,35107499,JESUS MARIA JOSE COLEGIO
536,35100353,34,35100353,ADVENTISTA DE VILA NOVA CACHOEIRINHA COLEGIO
537,35008148,34,35008148,CARLOS DE CAMPOS DOUTOR
538,35137085,34,35137085,UNIAO BRASILEIRA COLEGIO
539,35100031,34,35100031,SAO JOAO GUALBERTO COLEGIO
540,35060574,34,35060574,CONDE DOMINGOS COLEGIO
541,35105971,34,35105971,ANHEMBI MORUMBI COLEGIO
542,35240916,34,35240916,RICARDA DOS SANTOS BRANCO PROFA COLEGIO MUNICIPAL
543,35102490,34,35102490,PAULA MONTALT MADRE COLEGIO
544,35805063,34,35805063,TECLA COLEGIO
545,35138009,35,35138009,CHALUPE COLEGIO
546,35120406,35,35120406,VERUSKA COLEGIO
547,35007959,35,35007959,ALVARO DE SOUZA VIEIRA
548,35811476,35,35811476,OBJETIVO CENTRO INTEGRADO DE EDUCACAO UNIDADE CAMPESTRE
549,35130928,35,35130928,SETA COLEGIO
550,35103275,35,35103275,OSWALDO CRUZ COLEGIOS INTEGRADOS PAES LEME
551,35139270,35,35139270,TANCREDO NEVES ESCOLA
552,35142359,35,35142359,JULIO MESQUITA COLEGIO
553,35106768,35,35106768,VIRGEM PODEROSA COLEGIO
554,35806286,35,35806286,OLIVEIRA TELLES COLEGIO UNIDADE III
555,35165311,35,35165311,MARUPIARA COLEGIO
556,35106690,35,35106690,SAO CAMILO CARDEAL MOTTA UNIDADE I COLEGIO
557,35108601,35,35108601,ALEXANDRE VENANCIO ARMINAS MONS COLEGIO
558,35153163,35,35153163,PENTAGONO COLEGIO UNIDADE ALPHAVILLE
559,35008564,36,35008564,CARLINA CACAPAVA DE MELLO PROFESSORA
560,35104206,36,35104206,COMPANHIA DE MARIA COLEGIO
561,35139233,36,35139233,SAO FRANCISCO DE ASSIS COLEGIO
562,35107542,36,35107542,PUERI DOMUS ESCOLA - VERBO DIVINO UNIDADE I
563,35102805,36,35102805,SANTA MARCELINA COLEGIO
564,35010984,36,35010984,GLORIA AZEDIA BONETTI PROFESSORA
565,35010947,36,35010947,ALICE VELHO TEIXEIRA PROFESSORA
566,35810617,36,35810617,BRASIL COLEGIO
567,35009039,36,35009039,ANTONIO NASCIMENTO PROFESSOR
568,35107736,36,35107736,WALDORF RUDOLF STEINER ESCOLA
569,35125726,36,35125726,PERSPECTIVA ESCOLA
570,35108820,36,35108820,CORACAO DE JESUS INSTITUTO
571,35139580,36,35139580,MARQUES DE MONTE ALEGRE COLEGIO S
572,35139609,36,35139609,GUARANI COLEGIO
573,35137716,36,35137716,8 DE MAIO COLEGIO
574,35137418,36,35137418,WALDORF MICAEL DE SAO PAULO COLEGIO
575,35004947,36,35004947,NEYDE APPARECIDA SOLLITTO PROFESSORA
576,35102751,37,35102751,BATISTA BRASILEIRO COLEGIO
577,35101898,37,35101898,MARY WARD COLEGIO
578,35915750,37,35915750,CELIO LUIZ NEGRINI PROFESSOR
579,35165670,37,35165670,JOAQUIM MARIA MACHADO DE ASSIS COLEGIO
580,35188840,37,35188840,CRESCER ESCOLA BATISTA
581,35172509,37,35172509,INTERACAO MODELO COLEGIO
582,35135446,37,35135446,PIAGET COLEGIO
583,35258039,37,35258039,TOBIAS DE AGUIAR COLEGIO
584,35010248,37,35010248,JOAO CALY PROFESSOR
585,35036663,37,35036663,LEONARDO SOARES RODRIGUES
586,35006836,37,35006836,MARIA RODRIGUES GONCALVES PROFESSORA
587,35108571,37,35108571,SESI 406 CENTRO EDUCACIONAL
588,35107645,37,35107645,ADVENTISTA DE CAMPO LIMPO COLEGIO
589,35151518,37,35151518,ADELIA COSTA E SILVA COLEGIO
590,35119192,37,35119192,DOURADO COLEGIO
591,35143157,37,35143157,SALGUEIRO COLEGIO
592,35136359,37,35136359,CONCORDIA COLEGIO
593,35143649,37,35143649,STELLA RODRIGUES COLEGIO
594,35419679,38,35419679,ANCHIETA PADRE ESCOLA DE ENSINO MEDIO
595,35108868,38,35108868,SESI 265 CENTRO EDUCACIONAL
596,35108352,38,35108352,ADVENTISTA DE MOGI DAS CRUZES COLEGIO
597,35006610,38,35006610,SENTARO TAKAOKA DOUTOR
598,35119507,38,35119507,LUIZ BIMBATTI PICCORRUXO COLEGIO
599,35009982,38,35009982,MATILDE MARIA CREMM
600,35137042,38,35137042,PAULISTA COLEGIO
601,35167782,38,35167782,SANTA BARBARA COLEGIO
602,35137133,38,35137133,PENTAGONO COLEGIO UNIDADE MORUMBI
603,35049086,38,35049086,JOAQUIM MENDES FELIZ
604,35002461,38,35002461,JOAO MARIA OGNO OSB DOM
605,35108561,38,35108561,SESI 397 CENTRO EDUCACIONAL
606,35150344,38,35150344,ADVENTISTA DE ITAPECERICA DA SERRA COLEGIO
607,35118163,38,35118163,PRO CONHECER ESCOLA
608,35107803,39,35107803,MAGISTER COLEGIO UNIDADE SABARA
609,35273659,39,35273659,ANACLETO DE CAMARGO PADRE COLEGIO MUNICIPAL
610,35140338,39,35140338,MAGNO COLEGIO
611,35191243,39,35191243,IRENE CAPORALI DE SOUZA PROFESSORA
612,35132559,39,35132559,MONTESSORI SANTA TEREZINHA COLEGIO
613,35100785,39,35100785,SAO TEODORO DE NOSSA SENHORA DE SION ESCOLA
614,35010637,39,35010637,PAULO SOARES DA SILVA
615,35106896,39,35106896,SANTO AGOSTINHO COLEGIO
616,35119040,39,35119040,DELTA COLEGIO
617,35184949,40,35184949,EL-SHADAY COLEGIO
618,35137108,40,35137108,ALVORADA PLUS INSTITUTO EDUCACIONAL
619,35135434,40,35135434,NEOLATINO COLEGIO
620,35191279,40,35191279,NELSON ANTONIO DO NASCIMENTO JUNIOR PROFESSOR
621,35805440,40,35805440,NOVA ESTRELA GUIA COLEGIO
622,35168671,40,35168671,ADVENTISTA COLEGIO DE INTERLAGOS
623,35036973,40,35036973,BRANCA CASTRO CANTO E MELO PROFESSORA
624,35370824,40,35370824,SESI 432 CENTRO EDUCACIONAL
625,35139804,40,35139804,ADVENTISTA SAO MIGUEL PAULISTA EEIFM
626,35419588,41,35419588,SESI 434 CENTRO EDUCACIONAL
627,35399197,41,35399197,OBJETIVO COLEGIO INTEGRADO
628,35106616,41,35106616,NOSSA SENHORA DA GLORIA COLEGIO MARISTA
629,35036675,41,35036675,ARY BOUZAN PROFESSOR
630,35194074,41,35194074,RAIZES COLEGIAL
631,35133450,41,35133450,OBJETIVO COLEGIO I UNIDADE PINHEIROS
632,35105036,41,35105036,I L PERETZ COLEGIO EEIPSG UNIDADE II
633,35102301,41,35102301,CAMILO CASTELO BRANCO LICEU
634,35100420,41,35100420,IMPERATRIZ LEOPOLDINA COLEGIO
635,35102283,41,35102283,SANTA IZILDINHA ESCOLA
636,35102258,41,35102258,PALMARINO CALABREZ COLEGIO
637,35109228,41,35109228,SINGULAR UNIDADE SAO CAETANO COLEGIO
638,35142682,42,35142682,INTERESCOLAR OBJETIVO UNIDADE GRANJA VIANA CENTRO
639,35003566,42,35003566,MISS BROWNE
640,35010492,42,35010492,VINICIUS DE MORAES
641,35810538,42,35810538,PASCHOAL DANTAS II COLEGIO
642,35008886,42,35008886,FRANCISCO PRESTES MAIA ENGENHEIRO
643,35102040,42,35102040,JOAO XXIII ESCOLA
644,35104991,42,35104991,BENJAMIN CONSTANT COLEGIO
645,35106628,42,35106628,NOTRE DAME RAINHA DOS APOSTOLOS COLEGIO
646,35007134,42,35007134,ODILA LEITE DOS SANTOS PROFESSORA
647,35101941,42,35101941,SANTA MARINA ESCOLA
648,35806420,42,35806420,POLICIA MILITAR COLEGIO DA
649,35108777,42,35108777,SANTO ANDRE COLEGIO FUNDACAO
650,35109496,43,35109496,SAO PIO X INSTITUTO
651,35107153,43,35107153,SESI 402 CENTRO EDUCACIONAL
652,35002562,43,35002562,MARIA DE CARVALHO SENNE PROFESSORA
653,35009350,43,35009350,MARIA TRUJILO TORLONI
654,35165232,43,35165232,FILOMENA DE MARCO COLEGIO UNIDADE II
655,35005061,43,35005061,ZULMIRA CAVALHEIRO FAUSTINO DONA
656,35000930,43,35000930,HOMEM DE MELLO BARAO
657,35001740,43,35001740,STEFAN ZWEIG
658,35125635,43,35125635,PENTAGONO COLEGIO UNIDADE NOVO ORATORIO
659,35167447,43,35167447,VAN GOGH COLEGIO
660,35176588,43,35176588,PORTINARI INSTITUTO EDUCACIONAL
661,35007584,43,35007584,ANTONIO MESSIAS SZYMANSKI PROFESSOR
662,35107050,43,35107050,RESSURREICAO COLEGIO
663,35108625,43,35108625,SESI 080 CENTRO EDUCACIONAL
664,35806122,43,35806122,DESAFIO CENTRO EDUCACIONAL
665,35105961,43,35105961,BEATISSIMA VIRGEM MARIA INSTITUTO DE EDUCACAO
666,35151889,44,35151889,GUARAPIRANGA COLEGIO
667,35118928,44,35118928,MODULO COLEGIO
668,35101734,44,35101734,SAO MIGUEL ARCANJO COLEGIO FRANCISCANO
669,35118072,44,35118072,GUTENBERG COLEGIO
670,35101771,44,35101771,SESI 379 CENTRO EDUCACIONAL
671,35009404,44,35009404,JOANA MOTTA PROFESSORA
672,35004327,44,35004327,ITAUNA VISCONDE DE
673,35010479,44,35010479,CLARO CAMARGO RIBEIRO
674,35130205,44,35130205,VOCACIONAL RADIAL COLEGIO
675,35105053,44,35105053,MADRE CABRINI COLEGIO EEIFM
676,35000668,44,35000668,ROMULO PERO PROFESSOR
677,35924398,44,35924398,JARDIM CANAA
678,35140880,45,35140880,ISAAC NEWTON SIR COLEGIO
679,35101011,45,35101011,ADVENTISTA DE TUCURUVI COLEGIO
680,35007638,45,35007638,RUTH NEVES SANT ANNA PROFESSORA
681,35004340,45,35004340,ROOSEVELT PRESIDENTE
682,35005400,45,35005400,ALFREDO VIANELLO GREGORIO COMENDADOR
683,35139610,45,35139610,NUCLEO EDUCACIONAL FERRAZENSE
684,35142013,45,35142013,DOMUS SAPIENTIAE COLEGIO
685,35108397,45,35108397,SESI 240 CENTRO EDUCACIONAL
686,35009131,45,35009131,MAURICIO ANTUNES FERRAZ PROFESSOR
687,35003931,45,35003931,OSWALDO ARANHA
688,35107608,45,35107608,ADVENTISTA CIDADE ADEMAR ESCOLA
689,35140004,45,35140004,SAO SABAS COLEGIO
690,35008059,45,35008059,CELSO GAMA DOUTOR
691,35131039,45,35131039,SESI 413 CENTRO EDUCACIONAL
692,35101710,45,35101710,NOSSA SENHORA DO CARMO COLEGIO FRANCISCANO
693,35046401,45,35046401,REPUBLICA DOMINICANA
694,35010534,45,35010534,ORLANDO ELLERO PROFESSOR
695,35130369,45,35130369,PRE-MEDICO COLEGIO
696,35463279,45,35463279,VITAL BRAZIL COLEGIO
697,35103445,46,35103445,EQUIPE COLEGIO
698,35080615,46,35080615,ANDRE FRANCO MONTORO GOVERNADOR
699,35119261,46,35119261,JOSE DE PAIVA NETTO INSTITUTO DE EDUCACAO
700,35001569,46,35001569,OSWALDO CRUZ
701,35153825,46,35153825,SAO LUIZ DE GONZAGA III COLEGIO
702,35010297,46,35010297,ZEICY APPARECIDA NOGUEIRA BAPTISTA PROFESSORA
703,35008655,46,35008655,OSCAVO DE PAULA E SILVA PROFESSOR
704,35008436,46,35008436,ONDINA RIVERA MIRANDA CINTRA PROFESSORA
705,35429673,46,35429673,NEC INSTITUTO EDUCACIONAL
706,35107487,46,35107487,HUMBOLDT COLEGIO
707,35100213,46,35100213,MOYE PADRE COLEGIO
708,35007407,46,35007407,ANTONIO BRANCO RODRIGUES JUNIOR PROFESSOR
709,35161895,47,35161895,DOM PEDRO COLEGIO
710,35444091,47,35444091,DAGMAR RIBAS TRINDADE PROFESSORA EEFMT
711,35000917,47,35000917,ANTONIO LISBOA PROFESSOR
712,35009817,47,35009817,VICTORIO FORNASARO
713,35005228,47,35005228,SABOIA DE MEDEIROS PADRE EE
714,35154210,47,35154210,VIVA ESCOLA DE EDUCACAO INFANTIL E FUNDAMENTAL
715,35071936,47,35071936,CANELLO MARQUES COLEGIO
716,35151385,47,35151385,PAN TERRA COLEGIO E PRE ESCOLA
717,35108856,47,35108856,SESI 221 CENTRO EDUCACIONAL
718,35151774,47,35151774,LUMBINI COLEGIO INTEGRADO
719,35038131,47,35038131,AUGUSTO DO AMARAL DEPUTADO
720,35142724,48,35142724,14 DE JULHO COLEGIO
721,35040769,48,35040769,DOMINGOS MIGNONI
722,35008825,48,35008825,LAUDO FERREIRA DE CAMARGO MINISTRO
723,35138575,48,35138575,RENOVACAO COLEGIO
724,35000905,48,35000905,CARLOS DE LAET PROF
725,35101692,48,35101692,CIVITATIS COLEGIO
726,35107475,48,35107475,DOZE DE OUTUBRO COLEGIO
727,35109435,48,35109435,NOSSA SENHORA DE MISERICORDIA COLEGIO
728,35107554,48,35107554,SAO VICENTE DE PAULO ESCOLA
729,35175936,48,35175936,POLICIA MILITAR COLEGIO DA UNIDADE VILA TALARICO
730,35100547,48,35100547,COLEGIO NOSSA SENHORA CONSOLATA
731,35135586,49,35135586,NAHIM AHMAD COLEGIO
732,35168622,49,35168622,MORIAH COLEGIO
733,35038398,49,35038398,IVAN BRASIL
734,35367734,49,35367734,DOM BOSCO COLEGIO UNID III
735,35007500,49,35007500,FABIO EDUARDO RAMOS ESQUIVEL
736,35207639,49,35207639,EMEFM GUIOMAR CABRAL
737,35313661,49,35313661,RUMO COLEGIO
738,35150198,49,35150198,PRESBITERIANO DE GUARULHOS COLEGIO
739,35109411,49,35109411,NOSSA SENHORA DOS REMEDIOS COLEGIO
740,35106148,49,35106148,NOSSA SENHORA APARECIDA COLEGIO FRANCISCANO
741,35481014,49,35481014,ABACO III COLEGIO
742,35106811,50,35106811,SAO JOSE DOS PADRES DE SION COLEGIO
743,35126974,50,35126974,OBJETIVO INTEGRADO DE MOGI DAS CRUZES COLEGIO
744,35004297,50,35004297,MURTINHO NOBRE DOUTOR
745,35100730,50,35100730,SANTA TERESA INSTITUTO DE EDUCACAO
746,35137972,50,35137972,METODISTA COLEGIO
747,35135549,50,35135549,CARLOS DRUMOND DE ANDRADE COLEGIO
748,35126615,51,35126615,CIDADE JARDIM CUMBICA COLEGIO
749,35120285,51,35120285,MIGUEL DE CERVANTES COLEGIO
750,35923333,51,35923333,JOSEPHA PINTO CHIAVELLI PROFESSORA
751,35101151,51,35101151,NOSSA SENHORA DE LOURDES COLEGIO
752,35136463,51,35136463,CETEC COLEGIO
753,35107049,51,35107049,EMILIE DE VILLENEUVE COLEGIO
754,35002148,51,35002148,PAULO NOVAES DE CARVALHO PROFESSOR
755,35900148,51,35900148,MARIA LEDA FERNANDES BRIGO PROFESSORA
756,35108182,51,35108182,ADVENTISTA DE GUARULHOS ESCOLA
757,35054082,51,35054082,EMEFM LINNEU PRESTES PROF
758,35108200,51,35108200,ADVENTISTA DE VILA GALVAO COLEGIO
759,35040708,51,35040708,LEONICE DE AQUINO OLIVEIRA
760,35008936,51,35008936,ADAIL LUIZ MILLER DOUTOR
761,35108443,51,35108443,SESI 081 CENTRO EDUCACIONAL
762,35103342,51,35103342,BONI CONSILII INSTITUTO EDUCACAO
763,35131507,52,35131507,OSWALD DE ANDRADE COLEGIO UNIDADE II
764,35119659,52,35119659,NATALINO FIDENCIO PROF INSTITUTO DE EDUCACAO COLEGIO STATUS
765,35150265,52,35150265,VIP COLEGIO JARDIM TREMEMBE
766,35137960,52,35137960,ETIP CENTRO EDUCACIONAL
767,35108972,52,35108972,RIO BRANCO EXTERNATO
768,35106636,52,35106636,WALTER BELIAN ESCOLA TECNICA
769,35039548,52,35039548,VLADIMIR HERZOG JORNALISTA
770,35046024,52,35046024,ESCOLA DE APLICACAO DA FACULDADE DE EDUCACAO DA USP
771,35143959,53,35143959,CERTUS COLEGIO
772,35168543,53,35168543,GUGLIELMO MARCONI COLEGIO
773,35161238,53,35161238,PIRITUBANO INSTITUTO EDUCACIONAL
774,35197269,53,35197269,POLICIA MILITAR COLEGIO DA
775,35102124,53,35102124,PALOTINA VICENTE PALLOTTI ESCOLA
776,35287581,53,35287581,SAO PAULO COLEGIO
777,35100663,53,35100663,MADRE MAZZARELLO INSTITUTO
778,35008874,53,35008874,ROBERT KENNEDY SENADOR
779,35290841,53,35290841,MODULO COLEGIO UNIDADE II
780,35482912,53,35482912,PARAMETROS COLEGIO
781,35923369,53,35923369,ANTONIO LUCAS
782,35009180,53,35009180,AMADEU OLIVERIO PROFESSOR
783,35902861,53,35902861,FRANCISCO PARENTE
784,35811385,53,35811385,PENHENSE ESCOLA ESP
785,35108844,54,35108844,SESI 166 CENTRO EDUCACIONAL
786,35108583,54,35108583,SESI 079 CENTRO EDUCACIONAL
787,35006646,54,35006646,PEDRO MALOZZE
788,35139497,54,35139497,PENTAGONO COLEGIO UNIDADE CAIUBI
789,35004546,54,35004546,RAUL FONSECA
790,35044921,55,35044921,MYRTHES THEREZINHA ASSAD VILLELA PROFA
791,35133401,55,35133401,SESI 415 CENTRO EDUCACIONAL
792,35130254,55,35130254,OBJETIVO COLEGIO I UNIDADE LUIS GOES IV
793,35100808,55,35100808,NOVE DE JULHO COLEGIO UNIDADE I
794,35010510,55,35010510,CARLOS FERREIRA DE MORAES PROFESSOR
795,35009441,55,35009441,ALFREDO BURKART PROFESSOR
796,35009088,55,35009088,BAETA NEVES DOUTOR
797,35902287,56,35902287,IRMA CHARLITA
798,35108364,56,35108364,PLACIDINA DONA INSTITUTO
799,35158483,56,35158483,STOCKLER COLEGIO
800,35901945,56,35901945,ILSON GOMES PROFESSOR
801,35124606,56,35124606,ARBOS COLEGIO ENS MEDIO UNID II
802,35040548,56,35040548,NESTOR DE CAMARGO PREFEITO
803,35102465,57,35102465,CAMPOS SALLES COLEGIO UNIDADE I
804,35005836,57,35005836,BRASILIA CASTANHO DE OLIVEIRA DONA
805,35109101,57,35109101,SESI 222 CENTRO EDUCACIONAL
806,35127115,57,35127115,OBJETIVO CENTRO EDUCACIONAL UNIDADE DE SAO CAETANO DO SUL
807,35125799,57,35125799,LEONARDO DA VINCI COLEGIO
808,35102799,58,35102799,SAGRADO CORACAO DE JESUS COLEGIO
809,35102829,58,35102829,SAO DOMINGOS COLEGIO
810,35038519,58,35038519,MARIA CRISTINA SCHMIDT MIRANDA PROFESSORA
811,35009465,58,35009465,YOLANDA ASCENCIO PROFESSORA
812,35101266,58,35101266,SESI 032 CENTRO EDUCACIONAL
813,35923941,58,35923941,PARQUE PIRATININGA II
814,35913807,59,35913807,OMAR DAIBERT REVERENDO
815,35809676,59,35809676,POLICIA MILITAR COLEGIO UNIDADE PENHA
816,35808210,59,35808210,VICTORINO COLEGIO
817,35292175,59,35292175,UNIMOR COLEGIO NUCLEO 2
818,35101618,59,35101618,NOSSA SENHORA DE FATIMA COLEGIO
819,35009325,60,35009325,ANESIA LOUREIRO GAMA PROFESSORA
820,35109393,60,35109393,APLICACAO DE OSASCO COLEGIO
821,35101448,60,35101448,SAO JUDAS TADEU COLEGIO
822,35009283,60,35009283,20 DE AGOSTO
823,35000978,60,35000978,CASIMIRO DE ABREU
824,35010133,60,35010133,MARIA AUXILIADORA
825,35104449,60,35104449,NOSSA SENHORA DAS GRACAS ESCOLA
826,35104607,61,35104607,PALMARES COLEGIO EFM
827,35126718,61,35126718,NOVA LOURENCO CASTANHO ESCOLA UNIDADE IV
828,35433846,61,35433846,PARQUE SANTO ANTONIO ETEC
829,35107116,61,35107116,NOSSA SENHORA DAS GRACAS ESCOLA
830,35923886,61,35923886,ADENILSON DOS SANTOS FRANCO PROFESSOR
831,35105314,61,35105314,FRANCISCANO PIO XII COLEGIO
832,35142736,62,35142736,ESCOLA DA VILA UNIDADE MORUMBI
833,35195005,62,35195005,LEONARDO ANGLO COLEGIO
834,35440620,62,35440620,ABDIAS DO NASCIMENTO ETEC
835,35108649,62,35108649,SAO JOSE COLEGIO
836,35207755,62,35207755,EMEFM DARCY RIBEIRO
837,35106756,62,35106756,SAO FRANCISCO XAVIER COLEGIO
838,35910582,62,35910582,CONCEICAO DA COSTA NEVES DEPUTADA
839,35102015,62,35102015,SAO VICENTE DE PAULO COLEGIO PENHA
840,35045081,63,35045081,MARIA APARECIDA DAMO FERREIRA
841,35910764,63,35910764,CLARICE DE MAGALHAES CASTRO PROFESSORA
842,35925834,64,35925834,PARQUE PAYOL
843,35109400,64,35109400,FERNAO DIAS PAIS COLEGIO
844,35405243,64,35405243,VILA FORMOSA ETE DE
845,35003244,64,35003244,ADHEMAR ANTONIO PRADO PROFESSOR
846,35438042,64,35438042,JARDIM ESPERANCA
847,35240941,64,35240941,GASPAR DE GODOI COLACO TTE GAL COLEGIO MUNICIPAL
848,35104875,65,35104875,RAINHA DA PAZ COLEGIO EIFM
849,35450935,65,35450935,SOUZA E ALMEIDA COLEGIO
850,35101886,65,35101886,ESPIRITO SANTO COLEGIO
851,35004212,65,35004212,ADOLFO GORDO SENADOR
852,35136943,66,35136943,POP COLEGIO ESCOLA PSG E SUPLETIVOS
853,35405346,66,35405346,ERMELINDA GIANNINI TEIXEIRA PROFA ETE
854,35044386,66,35044386,DAVID NASSER JORNALISTA
855,35906542,66,35906542,DIB AUDI
856,35172492,66,35172492,SAO FRANCISCO DE ASSIS INSTITUTO DE ENSINO
857,35004169,66,35004169,ANA ROSA DE ARAUJO DONA
858,35100912,67,35100912,SAO PAULO DA CRUZ COLEGIO PASSIONISTA
